prn_1
4.6,18000,60,(0.1, 0.3),{'deltap': 0.1, 'deltas': 0.02, 'interval': 10000000, 'watch': (True, 6000000000, {'prn_1': [[(13775, 1, 529, 37), (41325, 1, 529, 37), (16530, 1.0, 305, 22)], [(13775, 1, 29432, 58), (41325, 1, 29961, 62), (16530, 1.0, 29432, 45)], [(13775, 1, 22538, 178), (41325, 1, 52499, 193), (61791, 0.7, 15815, 160)], [(13775, 1, 1154, 340), (41325, 1, 53653, 359), (60215, 0.3999999999999999, 507, 252)], [(13775, 1, 1563, 744), (41325, 1, 55216, 765), (57794, 0.09999999999999987, 274, 379)], [(13775, 1, 1456, 1102), (41325, 1, 56672, 1123), (16530, 1.0, 572, 463)], [(13775, 1, 1484, 1401), (41325, 1, 58156, 1422), (16530, 1.0, 1484, 749)], [(13775, 1, 1822, 1774), (41325, 1, 59978, 1795), (16530, 1.0, 1822, 1117)], [(13775, 1, 1629, 2132), (41325, 1, 61607, 2153), (16530, 1.0, 1630, 1462)]], 'ts_0': [[(3869, 1, 200, 57), (11608, 1, 200, 57), (4642, 1.0, 198, 56)], [(3869, 1, 221, 176), (11608, 1, 421, 176), (9024, 1, 221, 175)], [(3869, 1, 185, 284), (11608, 1, 606, 284), (17356, 0.7, 167, 283)], [(3869, 1, 208, 405), (11608, 1, 814, 405), (16913, 0.3999999999999999, 160, 404)], [(3869, 1, 179, 511), (11608, 1, 993, 511), (16233, 0.09999999999999987, 116, 510)], [(3869, 1, 529, 706), (11608, 1, 1522, 706), (4642, 1.0, 437, 692)], [(3869, 1, 185, 818), (11608, 1, 1707, 818), (10241, 1.0, 185, 803)], [(3869, 1, 230, 957), (11608, 1, 1937, 957), (13734, 1.0, 230, 941)], [(3869, 1, 216, 1058), (11608, 1, 2153, 1058), (15025, 1.0, 216, 1041)]], 'stg_1': [[(2580, 1, 112, 19), (7740, 1, 112, 19), (3096, 1.0, 83, 17)], [(2580, 1, 172, 40), (7740, 1, 284, 40), (3096, 1.0, 170, 38)], [(2580, 1, 469, 91), (7740, 1, 753, 91), (5786, 1.0, 469, 89)], [(2580, 1, 279, 124), (7740, 1, 1032, 124), (11278, 1.0, 279, 118)], [(2580, 1, 266, 186), (7740, 1, 1298, 186), (19715, 1.0, 266, 180)], [(2580, 1, 446, 262), (7740, 1, 1744, 262), (9369, 0.7, 333, 256)], [(2580, 1, 323, 297), (7740, 1, 2067, 297), (13660, 0.3999999999999999, 151, 289)], [(2580, 1, 376, 375), (7740, 1, 2443, 375), (3096, 1.0, 162, 338)], [(2580, 1, 384, 473), (7740, 1, 2827, 473), (3096, 1.0, 384, 376)]], 'wdev_0': [[(3360, 1, 11424, 4311), (10081, 1, 7886, 7892), (4032, 1.0, 5890, 7642)], [(3360, 1, 121, 4380), (10081, 1, 8007, 7974), (18811, 0.4, 91, 7710)], [(3360, 1, 122, 4461), (10081, 1, 8129, 8055), (15073, 0.09999999999999998, 74, 7781)], [(3360, 1, 154, 4570), (10081, 1, 8283, 8168), (14689, 0.09999999999999998, 103, 7881)], [(3360, 1, 197, 4693), (10081, 1, 8480, 8291), (14098, 0.09999999999999998, 116, 7986)], [(3360, 1, 796, 5238), (10081, 1, 9276, 8865), (12203, 0.09999999999999998, 415, 8362)], [(3360, 1, 254, 5425), (10081, 1, 9530, 9053), (17792, 0.09999999999999998, 152, 8499)], [(3360, 1, 123, 5505), (10081, 1, 9653, 9133), (10816, 0.09999999999999998, 82, 8574)], [(3360, 1, 671, 6002), (10081, 1, 10324, 9630), (8823, 0.09999999999999998, 395, 8944)]], 'hm_0': [[(33042, 1, 316, 160), (99126, 1, 316, 160), (39650, 1.0, 299, 150)], [(33042, 1, 170, 295), (99126, 1, 486, 295), (39650, 1.0, 170, 278)], [(33042, 1, 222, 459), (99126, 1, 708, 459), (39650, 1.0, 222, 442)], [(33042, 1, 248, 648), (99126, 1, 956, 648), (39650, 1.0, 248, 631)], [(33042, 1, 481, 1006), (99126, 1, 1437, 1006), (39650, 1.0, 481, 989)], [(33042, 1, 243, 1188), (99126, 1, 1680, 1188), (39650, 1.0, 243, 1171)], [(33042, 1, 217, 1354), (99126, 1, 1897, 1354), (87474, 1.0, 217, 1337)], [(33042, 1, 204, 1514), (99126, 1, 2101, 1514), (117314, 1.0, 204, 1497)], [(33042, 1, 200, 1672), (99126, 1, 2301, 1672), (128344, 1.0, 200, 1655)]], 'src1_2': [[(13203, 1, 7740, 2448), (39609, 1, 7740, 2448), (15843, 1.0, 5822, 2316)], [(13203, 1, 88, 2509), (39609, 1, 7828, 2509), (15843, 1.0, 88, 2377)], [(13203, 1, 208, 2624), (39609, 1, 8036, 2624), (15843, 1.0, 208, 2491)], [(13203, 1, 165, 2721), (39609, 1, 8201, 2721), (15843, 1.0, 165, 2588)], [(13203, 1, 67, 2774), (39609, 1, 8268, 2774), (15843, 1.0, 67, 2641)], [(13203, 1, 123, 2862), (39609, 1, 8391, 2862), (15843, 1.0, 123, 2728)], [(13203, 1, 61, 2910), (39609, 1, 8452, 2910), (15843, 1.0, 61, 2776)], [(13203, 1, 74, 2968), (39609, 1, 8526, 2968), (15843, 1.0, 74, 2834)], [(13203, 1, 75, 3023), (39609, 1, 8601, 3023), (15843, 1.0, 75, 2889)]], 'rsrch_0': [[(3878, 1, 316, 110), (11634, 1, 316, 110), (4653, 1.0, 302, 107)], [(3878, 1, 293, 279), (11634, 1, 609, 279), (10852, 1.0, 293, 276)], [(3878, 1, 245, 424), (11634, 1, 854, 424), (17395, 1.0, 245, 421)], [(3878, 1, 261, 552), (11634, 1, 1115, 552), (16951, 0.7, 212, 548)], [(3878, 1, 249, 701), (11634, 1, 1364, 701), (16270, 0.3999999999999999, 195, 696)], [(3878, 1, 269, 852), (11634, 1, 1633, 852), (14082, 0.09999999999999987, 159, 845)], [(3878, 1, 220, 982), (11634, 1, 1853, 982), (20532, 0.09999999999999987, 131, 969)], [(3878, 1, 235, 1113), (11634, 1, 2088, 1113), (27536, 0.09999999999999987, 139, 1098)], [(3878, 1, 203, 1251), (11634, 1, 2291, 1251), (30125, 0.09999999999999987, 148, 1236)]]}), 'nrsamples': 3, 'throt': 0.01, 'hitThrot': 0.005}
ts_0,prn_1,hm_0,stg_1,wdev_0,src1_2,rsrch_0,380.415523
prn_1
base,13775,1,37,529,2267142.85714
base2,41325,1,37,529,2267142.85714
cache,16530,1.0,26,440,1885714.28571
base,13775,1,58,29432,126137142.857
base2,41325,1,62,29432,126137142.857
cache,16530,1.0,49,29432,126137142.857
base,13775,1,178,22538,96591428.5714
base2,41325,1,193,22538,96591428.5714
cache,64321,0.7,168,15827,67830000.0
base,13775,1,340,1154,4945714.28571
base2,41325,1,359,1154,4945714.28571
cache,60215,0.4,261,498,2134285.71429
base,13775,1,744,1563,6698571.42857
base2,41325,1,765,1563,6698571.42857
cache,60215,0.1,388,271,1161428.57143
base,13775,1,1102,1456,6240000.0
base2,41325,1,1123,1456,6240000.0
cache,16530,1.0,474,533,2284285.71429
base,13775,1,1401,1484,6360000.0
base2,41325,1,1422,1484,6360000.0
cache,16530,1.0,750,1484,6360000.0
base,13775,1,1774,1822,7808571.42857
base2,41325,1,1795,1822,7808571.42857
cache,16530,1.0,1118,1822,7808571.42857
base,13775,1,2132,1629,6981428.57143
base2,41325,1,2153,1629,6981428.57143
cache,16530,1.0,1463,1630,6985714.28571
ts_0
base,3869,1,57,200,857142.857143
base2,11608,1,57,200,857142.857143
cache,4642,1.0,55,197,844285.714286
base,3869,1,176,221,947142.857143
base2,11608,1,176,221,947142.857143
cache,11099,1.0,174,221,947142.857143
base,3869,1,284,185,792857.142857
base2,11608,1,284,185,792857.142857
cache,18066,0.7,282,169,724285.714286
base,3869,1,405,208,891428.571429
base2,11608,1,405,208,891428.571429
cache,16913,0.4,403,155,664285.714286
base,3869,1,511,179,767142.857143
base2,11608,1,511,179,767142.857143
cache,16913,0.1,509,115,492857.142857
base,3869,1,706,529,2267142.85714
base2,11608,1,706,529,2267142.85714
cache,4642,1.0,693,441,1890000.0
base,3869,1,818,185,792857.142857
base2,11608,1,818,185,792857.142857
cache,8961,1.0,804,185,792857.142857
base,3869,1,957,230,985714.285714
base2,11608,1,957,230,985714.285714
cache,11523,1.0,942,230,985714.285714
base,3869,1,1058,216,925714.285714
base2,11608,1,1058,216,925714.285714
cache,12315,1.0,1043,216,925714.285714
stg_1
base,2580,1,19,112,480000.0
base2,7740,1,19,112,480000.0
cache,3096,1.0,17,95,407142.857143
base,2580,1,40,172,737142.857143
base2,7740,1,40,172,737142.857143
cache,3096,1.0,38,172,737142.857143
base,2580,1,91,469,2010000.0
base2,7740,1,91,469,2010000.0
cache,6023,1.0,89,469,2010000.0
base,2580,1,124,279,1195714.28571
base2,7740,1,124,279,1195714.28571
cache,11278,0.8,119,242,1037142.85714
base,2580,1,186,266,1140000.0
base2,7740,1,186,266,1140000.0
cache,11278,0.8,175,238,1020000.0
base,2580,1,262,446,1911428.57143
base2,7740,1,262,446,1911428.57143
cache,3096,1.0,245,394,1688571.42857
base,2580,1,297,323,1384285.71429
base2,7740,1,297,323,1384285.71429
cache,3096,1.0,279,323,1384285.71429
base,2580,1,375,376,1611428.57143
base2,7740,1,375,376,1611428.57143
cache,3981,1.0,355,376,1611428.57143
base,2580,1,473,384,1645714.28571
base2,7740,1,473,384,1645714.28571
cache,4254,1.0,453,384,1645714.28571
wdev_0
base,3360,1,4311,11424,48960000.0
base2,10081,1,7892,7886,33797142.8571
cache,4032,1.0,7653,5866,25140000.0
base,3360,1,4380,121,518571.428571
base2,10081,1,7974,121,518571.428571
cache,19283,0.4,7722,95,407142.857143
base,3360,1,4461,122,522857.142857
base2,10081,1,8055,122,522857.142857
cache,15691,0.1,7795,77,330000.0
base,3360,1,4570,154,660000.0
base2,10081,1,8168,154,660000.0
cache,14689,0.1,7894,107,458571.428571
base,3360,1,4693,197,844285.714286
base2,10081,1,8291,197,844285.714286
cache,14689,0.1,8001,110,471428.571429
base,3360,1,5238,796,3411428.57143
base2,10081,1,8865,796,3411428.57143
cache,11607,0.1,8404,440,1885714.28571
base,3360,1,5425,254,1088571.42857
base2,10081,1,9053,254,1088571.42857
cache,15568,0.1,8544,152,651428.571429
base,3360,1,5505,123,527142.857143
base2,10081,1,9133,123,527142.857143
cache,10370,0.1,8619,79,338571.428571
base,3360,1,6002,671,2875714.28571
base2,10081,1,9630,671,2875714.28571
cache,8619,0.1,8978,385,1650000.0
hm_0
base,33042,1,160,316,1354285.71429
base2,99126,1,160,316,1354285.71429
cache,39650,1.0,152,301,1290000.0
base,33042,1,295,170,728571.428571
base2,99126,1,295,170,728571.428571
cache,39650,1.0,281,170,728571.428571
base,33042,1,459,222,951428.571429
base2,99126,1,459,222,951428.571429
cache,39650,1.0,445,222,951428.571429
base,33042,1,648,248,1062857.14286
base2,99126,1,648,248,1062857.14286
cache,39650,1.0,634,248,1062857.14286
base,33042,1,1006,481,2061428.57143
base2,99126,1,1006,481,2061428.57143
cache,39650,1.0,992,481,2061428.57143
base,33042,1,1188,243,1041428.57143
base2,99126,1,1188,243,1041428.57143
cache,57063,1.0,1174,243,1041428.57143
base,33042,1,1354,217,930000.0
base2,99126,1,1354,217,930000.0
cache,110156,1.0,1340,217,930000.0
base,33042,1,1514,204,874285.714286
base2,99126,1,1514,204,874285.714286
cache,141651,1.0,1500,204,874285.714286
base,33042,1,1672,200,857142.857143
base2,99126,1,1672,200,857142.857143
cache,151388,1.0,1658,200,857142.857143
src1_2
base,13203,1,2448,7740,33171428.5714
base2,39609,1,2448,7740,33171428.5714
cache,15843,1.0,2317,5833,24998571.4286
base,13203,1,2509,88,377142.857143
base2,39609,1,2509,88,377142.857143
cache,15843,1.0,2378,88,377142.857143
base,13203,1,2624,208,891428.571429
base2,39609,1,2624,208,891428.571429
cache,15843,1.0,2493,208,891428.571429
base,13203,1,2721,165,707142.857143
base2,39609,1,2721,165,707142.857143
cache,15843,1.0,2590,165,707142.857143
base,13203,1,2774,67,287142.857143
base2,39609,1,2774,67,287142.857143
cache,15843,1.0,2643,67,287142.857143
base,13203,1,2862,123,527142.857143
base2,39609,1,2862,123,527142.857143
cache,15843,1.0,2730,123,527142.857143
base,13203,1,2910,61,261428.571429
base2,39609,1,2910,61,261428.571429
cache,15843,1.0,2778,61,261428.571429
base,13203,1,2968,74,317142.857143
base2,39609,1,2968,74,317142.857143
cache,15843,1.0,2836,74,317142.857143
base,13203,1,3023,75,321428.571429
base2,39609,1,3023,75,321428.571429
cache,15843,1.0,2891,75,321428.571429
rsrch_0
base,3878,1,110,316,1354285.71429
base2,11634,1,110,316,1354285.71429
cache,4653,1.0,106,306,1311428.57143
base,3878,1,279,293,1255714.28571
base2,11634,1,279,293,1255714.28571
cache,4653,1.0,275,293,1255714.28571
base,3878,1,424,245,1050000.0
base2,11634,1,424,245,1050000.0
cache,9052,1.0,420,245,1050000.0
base,3878,1,552,261,1118571.42857
base2,11634,1,552,261,1118571.42857
cache,16951,0.7,548,222,951428.571429
base,3878,1,701,249,1067142.85714
base2,11634,1,701,249,1067142.85714
cache,16951,0.4,697,187,801428.571429
base,3878,1,852,269,1152857.14286
base2,11634,1,852,269,1152857.14286
cache,13394,0.1,847,161,690000.0
base,3878,1,982,220,942857.142857
base2,11634,1,982,220,942857.142857
cache,17966,0.1,973,137,587142.857143
base,3878,1,1113,235,1007142.85714
base2,11634,1,1113,235,1007142.85714
cache,11967,0.1,1104,146,625714.285714
base,3878,1,1251,203,870000.0
base2,11634,1,1251,203,870000.0
cache,9946,0.1,1242,142,608571.428571
4.6,18000,60,(0.1, 0.3),{'deltap': 0.1, 'deltas': 0.02, 'interval': 10000000, 'watch': (True, 6000000000, {'prn_1': [[(13775, 1, 529, 37), (41325, 1, 529, 37), (16530, 1.0, 440, 26)], [(13775, 1, 29432, 58), (41325, 1, 29961, 62), (16530, 1.0, 29432, 49)], [(13775, 1, 22538, 178), (41325, 1, 52499, 193), (64321, 0.7, 15827, 168)], [(13775, 1, 1154, 340), (41325, 1, 53653, 359), (60215, 0.3999999999999999, 498, 261)], [(13775, 1, 1563, 744), (41325, 1, 55216, 765), (60215, 0.09999999999999987, 271, 388)], [(13775, 1, 1456, 1102), (41325, 1, 56672, 1123), (16530, 1.0, 533, 474)], [(13775, 1, 1484, 1401), (41325, 1, 58156, 1422), (16530, 1.0, 1484, 750)], [(13775, 1, 1822, 1774), (41325, 1, 59978, 1795), (16530, 1.0, 1822, 1118)], [(13775, 1, 1629, 2132), (41325, 1, 61607, 2153), (16530, 1.0, 1630, 1463)]], 'ts_0': [[(3869, 1, 200, 57), (11608, 1, 200, 57), (4642, 1.0, 197, 55)], [(3869, 1, 221, 176), (11608, 1, 421, 176), (11099, 1.0, 221, 174)], [(3869, 1, 185, 284), (11608, 1, 606, 284), (18066, 0.7, 169, 282)], [(3869, 1, 208, 405), (11608, 1, 814, 405), (16913, 0.3999999999999999, 155, 403)], [(3869, 1, 179, 511), (11608, 1, 993, 511), (16913, 0.09999999999999987, 115, 509)], [(3869, 1, 529, 706), (11608, 1, 1522, 706), (4642, 1.0, 441, 693)], [(3869, 1, 185, 818), (11608, 1, 1707, 818), (8961, 1.0, 185, 804)], [(3869, 1, 230, 957), (11608, 1, 1937, 957), (11523, 1.0, 230, 942)], [(3869, 1, 216, 1058), (11608, 1, 2153, 1058), (12315, 1.0, 216, 1043)]], 'stg_1': [[(2580, 1, 112, 19), (7740, 1, 112, 19), (3096, 1.0, 95, 17)], [(2580, 1, 172, 40), (7740, 1, 284, 40), (3096, 1.0, 172, 38)], [(2580, 1, 469, 91), (7740, 1, 753, 91), (6023, 1.0, 469, 89)], [(2580, 1, 279, 124), (7740, 1, 1032, 124), (11278, 0.8, 242, 119)], [(2580, 1, 266, 186), (7740, 1, 1298, 186), (11278, 0.8, 238, 175)], [(2580, 1, 446, 262), (7740, 1, 1744, 262), (3096, 1.0, 394, 245)], [(2580, 1, 323, 297), (7740, 1, 2067, 297), (3096, 1.0, 323, 279)], [(2580, 1, 376, 375), (7740, 1, 2443, 375), (3981, 1.0, 376, 355)], [(2580, 1, 384, 473), (7740, 1, 2827, 473), (4254, 1.0, 384, 453)]], 'wdev_0': [[(3360, 1, 11424, 4311), (10081, 1, 7886, 7892), (4032, 1.0, 5866, 7653)], [(3360, 1, 121, 4380), (10081, 1, 8007, 7974), (19283, 0.4, 95, 7722)], [(3360, 1, 122, 4461), (10081, 1, 8129, 8055), (15691, 0.09999999999999998, 77, 7795)], [(3360, 1, 154, 4570), (10081, 1, 8283, 8168), (14689, 0.09999999999999998, 107, 7894)], [(3360, 1, 197, 4693), (10081, 1, 8480, 8291), (14689, 0.09999999999999998, 110, 8001)], [(3360, 1, 796, 5238), (10081, 1, 9276, 8865), (11607, 0.09999999999999998, 440, 8404)], [(3360, 1, 254, 5425), (10081, 1, 9530, 9053), (15568, 0.09999999999999998, 152, 8544)], [(3360, 1, 123, 5505), (10081, 1, 9653, 9133), (10370, 0.09999999999999998, 79, 8619)], [(3360, 1, 671, 6002), (10081, 1, 10324, 9630), (8619, 0.09999999999999998, 385, 8978)]], 'hm_0': [[(33042, 1, 316, 160), (99126, 1, 316, 160), (39650, 1.0, 301, 152)], [(33042, 1, 170, 295), (99126, 1, 486, 295), (39650, 1.0, 170, 281)], [(33042, 1, 222, 459), (99126, 1, 708, 459), (39650, 1.0, 222, 445)], [(33042, 1, 248, 648), (99126, 1, 956, 648), (39650, 1.0, 248, 634)], [(33042, 1, 481, 1006), (99126, 1, 1437, 1006), (39650, 1.0, 481, 992)], [(33042, 1, 243, 1188), (99126, 1, 1680, 1188), (57063, 1.0, 243, 1174)], [(33042, 1, 217, 1354), (99126, 1, 1897, 1354), (110156, 1.0, 217, 1340)], [(33042, 1, 204, 1514), (99126, 1, 2101, 1514), (141651, 1.0, 204, 1500)], [(33042, 1, 200, 1672), (99126, 1, 2301, 1672), (151388, 1.0, 200, 1658)]], 'src1_2': [[(13203, 1, 7740, 2448), (39609, 1, 7740, 2448), (15843, 1.0, 5833, 2317)], [(13203, 1, 88, 2509), (39609, 1, 7828, 2509), (15843, 1.0, 88, 2378)], [(13203, 1, 208, 2624), (39609, 1, 8036, 2624), (15843, 1.0, 208, 2493)], [(13203, 1, 165, 2721), (39609, 1, 8201, 2721), (15843, 1.0, 165, 2590)], [(13203, 1, 67, 2774), (39609, 1, 8268, 2774), (15843, 1.0, 67, 2643)], [(13203, 1, 123, 2862), (39609, 1, 8391, 2862), (15843, 1.0, 123, 2730)], [(13203, 1, 61, 2910), (39609, 1, 8452, 2910), (15843, 1.0, 61, 2778)], [(13203, 1, 74, 2968), (39609, 1, 8526, 2968), (15843, 1.0, 74, 2836)], [(13203, 1, 75, 3023), (39609, 1, 8601, 3023), (15843, 1.0, 75, 2891)]], 'rsrch_0': [[(3878, 1, 316, 110), (11634, 1, 316, 110), (4653, 1.0, 306, 106)], [(3878, 1, 293, 279), (11634, 1, 609, 279), (4653, 1.0, 293, 275)], [(3878, 1, 245, 424), (11634, 1, 854, 424), (9052, 1.0, 245, 420)], [(3878, 1, 261, 552), (11634, 1, 1115, 552), (16951, 0.7, 222, 548)], [(3878, 1, 249, 701), (11634, 1, 1364, 701), (16951, 0.3999999999999999, 187, 697)], [(3878, 1, 269, 852), (11634, 1, 1633, 852), (13394, 0.09999999999999987, 161, 847)], [(3878, 1, 220, 982), (11634, 1, 1853, 982), (17966, 0.09999999999999987, 137, 973)], [(3878, 1, 235, 1113), (11634, 1, 2088, 1113), (11967, 0.09999999999999987, 146, 1104)], [(3878, 1, 203, 1251), (11634, 1, 2291, 1251), (9946, 0.09999999999999987, 142, 1242)]]}), 'nrsamples': 3, 'throt': 0.01, 'hitThrot': 0.005}
ts_0,prn_1,hm_0,stg_1,wdev_0,src1_2,rsrch_0,463.254892
base,97729,73707,2877588.41871
base2,94190,221123,3315214.57489,1.15208087207
cache,78395,170566,2887238.60509,1.00335356728
ts_0,23,0.50613154961,0.50613154961,0.498699368265,True,2691
base,3869,1,2691,1362
base2,11608,1,2691,1362
cache,12668,1.0,2467,1342
prn_1,13,0.038256650918,0.0385895931763,0.0275390810794,False,63074
base,13775,1,63073,2413
base2,41325,1,63073,2434
cache,14170,1,53403,1737
hm_0,20,0.699413995174,0.699413995174,0.694588073078,True,2901
base,33042,1,2758,2029
base2,99126,1,2758,2029
cache,79301,1.0,2743,2015
stg_1,25,0.174428695401,0.174428695401,0.168643332369,True,3457
base,2580,1,3457,603
